Date,Open,High,Low,Close,Adj Close,Volume
2017-04-06,998.150024,1005.799988,992.000000,999.599976,984.509521,2689504
2017-04-07,1000.900024,1000.900024,979.000000,981.549988,966.732056,3202254
2017-04-10,984.900024,989.500000,950.099976,953.400024,939.007019,4764236
2017-04-11,956.049988,971.700012,956.049988,967.150024,952.549438,4327733
2017-04-12,970.000000,976.900024,960.349976,968.849976,954.223755,3348376
2017-04-13,970.000000,990.000000,926.650024,931.400024,917.339172,15486594
2017-04-17,931.400024,932.099976,923.500000,924.900024,910.937256,3606717
2017-04-18,924.750000,934.000000,919.099976,922.650024,908.721252,2323759
2017-04-19,923.000000,930.000000,912.650024,919.200012,905.323303,5035851
2017-04-20,921.500000,929.700012,918.549988,927.299988,913.301025,2274500
2017-04-21,934.799988,934.799988,921.099976,923.700012,909.755371,1788733
2017-04-24,917.500000,928.500000,913.000000,926.549988,912.562317,2778333
2017-04-25,925.900024,933.000000,920.549988,929.349976,915.320068,2368530
2017-04-26,929.950012,935.549988,910.200012,914.250000,900.448059,4542248
2017-04-27,916.000000,929.000000,916.000000,925.250000,911.281982,3898604
2017-04-28,926.849976,927.400024,915.599976,918.950012,905.077087,2514851
2017-05-02,918.950012,926.400024,915.099976,922.599976,908.671936,1615563
2017-05-03,926.500000,939.099976,917.650024,934.299988,920.195313,2329724
2017-05-04,937.000000,939.650024,928.900024,937.650024,923.494812,2639903
2017-05-05,936.000000,937.349976,920.000000,931.500000,917.437622,2216394
2017-05-08,938.000000,948.549988,932.000000,945.500000,931.226257,2353549
2017-05-09,950.599976,951.950012,942.099976,946.650024,932.358948,2824686
2017-05-10,947.150024,950.000000,937.150024,943.650024,929.404236,1682151
2017-05-11,946.849976,949.849976,937.549988,944.099976,929.847412,1614741
2017-05-12,953.000000,966.000000,951.450012,964.250000,949.693237,5489998
2017-05-15,963.500000,963.500000,949.099976,951.549988,937.184937,3648582
2017-05-16,953.099976,960.150024,946.950012,955.000000,940.582886,3065084
2017-05-17,951.599976,958.450012,943.849976,952.799988,938.416077,1457754
2017-05-18,943.000000,973.900024,942.849976,961.750000,947.230957,4028924
2017-05-19,961.500000,962.700012,947.849976,957.950012,943.488342,2128698
2017-05-22,958.400024,966.900024,956.549988,961.450012,946.935486,2751526
2017-05-23,964.650024,967.000000,954.099976,957.299988,942.848145,2019991
2017-05-24,960.000000,965.500000,949.599976,954.799988,940.385864,2818143
2017-05-25,961.000000,986.599976,961.000000,983.299988,968.455627,5219257
2017-05-26,987.000000,1000.000000,980.599976,995.700012,980.668457,2494002
2017-05-29,990.900024,996.700012,975.700012,985.150024,970.277710,3154217
2017-05-30,982.000000,1000.000000,978.650024,996.200012,981.160889,1858455
2017-05-31,993.549988,993.549988,974.849976,977.049988,962.299988,3881950
2017-06-01,969.299988,979.700012,958.549988,971.400024,971.400024,2754303
2017-06-02,973.400024,975.450012,964.200012,969.450012,969.450012,1958983
2017-06-05,970.000000,972.000000,957.049988,958.750000,958.750000,2731349
2017-06-06,965.000000,987.500000,964.400024,979.349976,979.349976,3504343
2017-06-07,985.000000,988.900024,945.000000,961.299988,961.299988,6227523
2017-06-08,962.950012,962.950012,948.150024,956.450012,956.450012,3097676
2017-06-09,938.549988,950.950012,923.000000,948.599976,948.599976,7378831
