Date,Open,High,Low,Close,Adj Close,Volume
2017-04-06,9245.799805,9267.950195,9218.849609,9261.950195,9261.950195,186100
2017-04-07,9223.700195,9250.500000,9188.099609,9198.299805,9198.299805,190000
2017-04-10,9225.599609,9225.650391,9174.849609,9181.450195,9181.450195,135800
2017-04-11,9184.549805,9242.700195,9172.849609,9237.000000,9237.000000,200100
2017-04-12,9242.500000,9246.400391,9161.799805,9203.450195,9203.450195,161800
2017-04-13,9202.500000,9202.650391,9144.950195,9150.799805,9150.799805,166500
2017-04-17,9144.750000,9160.000000,9120.250000,9139.299805,9139.299805,0
2017-04-18,9163.000000,9217.900391,9095.450195,9105.150391,9105.150391,174200
2017-04-19,9112.200195,9120.500000,9075.150391,9103.500000,9103.500000,173700
2017-04-20,9108.099609,9143.900391,9102.650391,9136.400391,9136.400391,170300
2017-04-21,9179.099609,9183.650391,9088.750000,9119.400391,9119.400391,155200
2017-04-24,9135.349609,9225.400391,9130.549805,9217.950195,9217.950195,167700
2017-04-25,9273.049805,9309.200195,9250.349609,9306.599609,9306.599609,168700
2017-04-26,9336.200195,9367.000000,9301.349609,9351.849609,9351.849609,185700
2017-04-27,9359.150391,9367.150391,9322.650391,9342.150391,9342.150391,209400
2017-04-28,9340.950195,9342.650391,9282.250000,9304.049805,9304.049805,162200
2017-05-02,9339.849609,9352.549805,9269.900391,9313.799805,9313.799805,161600
2017-05-03,9344.700195,9346.299805,9298.400391,9311.950195,9311.950195,151600
2017-05-04,9360.950195,9365.650391,9323.250000,9359.900391,9359.900391,269600
2017-05-05,9374.549805,9377.099609,9272.000000,9285.299805,9285.299805,231900
2017-05-08,9311.450195,9338.700195,9297.950195,9314.049805,9314.049805,174300
2017-05-09,9337.349609,9338.950195,9307.700195,9316.849609,9316.849609,132300
2017-05-10,9339.650391,9414.750000,9336.000000,9407.299805,9407.299805,152700
2017-05-11,9448.599609,9450.650391,9411.299805,9422.400391,9422.400391,171100
2017-05-12,9436.650391,9437.750000,9372.549805,9400.900391,9400.900391,154300
2017-05-15,9433.549805,9449.250000,9423.099609,9445.400391,9445.400391,140800
2017-05-16,9461.000000,9517.200195,9456.349609,9512.250000,9512.250000,166500
2017-05-17,9517.599609,9532.599609,9486.099609,9525.750000,9525.750000,205500
2017-05-18,9453.200195,9489.099609,9418.099609,9429.450195,9429.450195,193300
2017-05-19,9469.900391,9505.750000,9390.750000,9427.900391,9427.900391,252100
2017-05-22,9480.250000,9498.650391,9427.900391,9438.250000,9438.250000,196800
2017-05-23,9445.049805,9448.049805,9370.000000,9386.150391,9386.150391,224400
2017-05-24,9410.900391,9431.900391,9341.650391,9360.549805,9360.549805,211800
2017-05-25,9384.049805,9523.299805,9379.200195,9509.750000,9509.750000,289200
2017-05-26,9507.750000,9604.900391,9495.400391,9595.099609,9595.099609,218800
2017-05-29,9560.049805,9637.750000,9547.700195,9604.900391,9604.900391,235000
2017-05-30,9590.650391,9635.299805,9581.200195,9624.549805,9624.549805,193900
