Date,Open,High,Low,Close,Adj Close,Volume
2017-04-06,256.273010,257.908997,253.863998,255.317993,251.181549,17014957
2017-04-07,254.636002,257.273010,250.682007,252.136002,248.051102,18994042
2017-04-10,253.091003,253.636002,251.000000,252.408997,248.319672,10395339
2017-04-11,253.000000,258.408997,251.591003,257.864014,253.686295,13734772
2017-04-12,258.000000,259.954987,252.863998,255.272995,251.137268,18252915
2017-04-13,254.817993,259.817993,254.000000,257.091003,252.925812,15178825
2017-04-17,257.091003,259.726990,255.000000,256.726990,252.567703,8250861
2017-04-18,257.635986,265.091003,256.864014,257.635986,253.461975,19072022
2017-04-19,257.635986,259.091003,253.500000,255.044998,250.912964,15189576
2017-04-20,249.955002,251.136002,247.091003,247.955002,243.937836,31912290
2017-04-21,247.863998,248.908997,242.727005,244.682007,240.717865,18165880
2017-04-24,245.272995,246.682007,241.091003,244.227005,240.270248,24418208
2017-04-25,247.272995,248.455002,245.455002,247.727005,243.713531,13685114
2017-04-26,249.091003,252.682007,248.182007,251.727005,247.648727,15205420
2017-04-27,251.772995,251.863998,248.500000,249.227005,245.189224,14909619
2017-04-28,248.636002,254.000000,248.091003,253.182007,249.080154,9367500
2017-05-02,253.182007,255.317993,250.000000,250.544998,246.485870,16780204
2017-05-03,250.817993,251.863998,246.591003,247.955002,243.937836,24205196
2017-05-04,265.091003,272.500000,258.045013,270.726990,266.340881,122120948
2017-05-05,272.726990,274.317993,267.682007,271.408997,267.011871,48189321
2017-05-08,272.726990,280.135986,272.726990,275.408997,270.947052,30347849
2017-05-09,276.635986,277.591003,271.273010,273.273010,268.845642,15194182
2017-05-10,273.726990,275.135986,270.317993,271.500000,267.101349,15054831
2017-05-11,274.273010,275.000000,272.317993,272.908997,268.487518,10261129
2017-05-12,272.726990,273.226990,266.635986,269.591003,265.223297,16605029
2017-05-15,272.273010,275.908997,271.091003,274.364014,269.919006,17095696
2017-05-16,275.317993,278.091003,273.682007,275.135986,270.678436,19569431
2017-05-17,277.817993,282.000000,276.817993,281.591003,277.028900,23363685
2017-05-18,277.000000,284.408997,277.000000,279.954987,275.419373,27753950
2017-05-19,279.908997,284.000000,276.091003,279.135986,274.613647,16728969
2017-05-22,281.408997,283.226990,274.726990,276.226990,271.751801,14850717
2017-05-23,275.591003,281.591003,275.273010,278.226990,273.719360,29771017
2017-05-24,278.908997,281.500000,275.726990,278.817993,274.300781,20506719
2017-05-25,278.500000,290.773010,278.182007,288.817993,284.138794,41775677
2017-05-26,288.182007,293.635986,286.864014,292.317993,287.582092,21336090
2017-05-29,290.226990,291.273010,285.273010,286.273010,281.635071,11266658
2017-05-30,286.226990,295.000000,285.864014,292.182007,287.448334,15573192
2017-05-31,293.635986,297.635986,289.682007,296.773010,291.964935,128437480
2017-06-01,295.908997,296.045013,287.954987,291.000000,286.285461,19883563
2017-06-02,292.726990,293.591003,286.954987,289.226990,284.541168,13469524
2017-06-05,289.545013,292.408997,289.226990,290.682007,285.972626,9831353
2017-06-06,291.408997,291.864014,288.817993,289.954987,285.257385,10757211
2017-06-07,291.864014,296.317993,291.591003,295.182007,290.399689,15076040
2017-06-08,296.273010,297.273010,290.454987,291.091003,288.821106,20130322
2017-06-09,289.954987,293.726990,287.364014,292.864014,290.580292,10190305
2017-06-12,290.908997,291.545013,286.226990,287.045013,284.806671,10376914
2017-06-13,286.408997,289.726990,285.364014,286.226990,283.995026,9305516
2017-06-14,290.091003,293.091003,286.726990,290.045013,287.783264,22264301
2017-06-15,290.000000,290.364014,287.000000,287.954987,285.709534,11206356
2017-06-16,289.500000,290.226990,286.954987,287.726990,285.483337,23228635
2017-06-19,289.091003,292.454987,288.226990,291.454987,289.182251,10719809
2017-06-20,290.750000,295.399994,288.000000,292.450012,292.450012,16849368
2017-06-21,292.000000,292.649994,289.549988,291.100006,291.100006,7142413
2017-06-22,291.500000,293.350006,288.250000,289.600006,289.600006,9180870
2017-06-23,289.549988,293.549988,284.600006,291.850006,291.850006,14937649
2017-06-27,291.850006,293.100006,283.450012,287.899994,287.899994,18053262
2017-06-28,288.750000,293.299988,288.750000,290.350006,290.350006,17157094
2017-06-29,291.500000,296.899994,290.100006,293.250000,293.250000,34774280
2017-06-30,292.000000,292.000000,287.500000,290.149994,290.149994,12435467
2017-07-03,291.399994,292.250000,288.750000,290.049988,290.049988,6106230
2017-07-04,292.399994,292.799988,288.600006,289.500000,289.500000,8335899
2017-07-05,290.000000,293.750000,288.500000,292.850006,292.850006,6958589
2017-07-06,294.000000,295.100006,292.350006,293.750000,293.750000,9967582
2017-07-07,293.500000,293.500000,289.200012,289.700012,289.700012,8477468
2017-07-10,291.000000,293.250000,290.000000,291.450012,291.450012,1114874
2017-07-11,292.549988,292.950012,288.700012,289.649994,289.649994,10893055
2017-07-12,289.700012,294.600006,288.600006,292.350006,292.350006,8091465
2017-07-13,295.600006,299.500000,295.049988,297.899994,297.899994,13747313
2017-07-14,299.399994,299.399994,294.500000,298.250000,298.250000,6196683
2017-07-17,300.000000,304.549988,298.799988,303.500000,303.500000,12506474
2017-07-18,301.750000,306.000000,301.500000,303.899994,303.899994,11772154
2017-07-19,303.000000,304.899994,301.399994,302.250000,302.250000,10780451
2017-07-20,302.000000,303.850006,299.750000,300.600006,300.600006,8458004
2017-07-21,299.500000,303.899994,296.200012,302.049988,302.049988,9705981
2017-07-24,302.200012,306.600006,301.600006,303.049988,303.049988,15604131
2017-07-25,306.799988,306.799988,301.799988,304.149994,304.149994,18129742
2017-07-26,306.799988,311.000000,304.549988,310.350006,310.350006,26050717
2017-07-27,314.450012,314.450012,305.350006,307.200012,307.200012,28535869
2017-07-28,304.000000,304.000000,293.850006,296.149994,296.149994,30571846
2017-07-31,298.850006,306.450012,296.250000,302.600006,302.600006,21526493
2017-08-01,303.899994,305.200012,301.399994,302.600006,302.600006,10722862
2017-08-02,302.200012,304.450012,299.700012,301.850006,301.850006,8348096
2017-08-03,301.350006,301.500000,294.549988,295.700012,295.700012,14389817
2017-08-04,295.000000,297.500000,293.899994,296.250000,296.250000,10099985
2017-08-07,297.250000,303.000000,296.700012,300.149994,300.149994,11870705
2017-08-08,299.799988,301.549988,293.850006,295.500000,295.500000,10288608
2017-08-09,294.399994,294.399994,289.850006,290.600006,290.600006,12959158
2017-08-10,289.000000,293.399994,261.549988,288.750000,288.750000,17225844
2017-08-11,283.950012,289.649994,280.299988,286.950012,286.950012,17211539
2017-08-14,287.549988,292.850006,287.549988,291.799988,291.799988,8428420
2017-08-16,291.799988,295.799988,287.299988,294.950012,294.950012,8605873
2017-08-17,297.850006,297.850006,291.299988,293.149994,293.149994,8168684
2017-08-18,292.000000,294.350006,290.799988,293.149994,293.149994,6700778
2017-08-21,295.250000,299.750000,292.250000,293.500000,293.500000,10623264
2017-08-22,297.000000,297.350006,292.149994,293.950012,293.950012,7549155
2017-08-23,296.000000,299.200012,295.299988,298.600006,298.600006,9142592
2017-08-24,300.000000,300.149994,296.649994,297.700012,297.700012,12766567
2017-08-28,297.700012,302.250000,297.700012,300.899994,300.899994,8827300
2017-08-29,300.000000,302.799988,298.100006,299.500000,299.500000,12737088
2017-08-30,301.799988,302.299988,299.399994,300.299988,300.299988,8552010
2017-08-31,300.899994,300.899994,297.000000,298.049988,298.049988,14865124
2017-09-01,299.700012,299.700012,297.149994,298.299988,298.299988,7472688
2017-09-04,299.899994,300.000000,294.500000,297.100006,297.100006,6244661
2017-09-05,296.700012,299.000000,296.700012,297.600006,297.600006,7683590
2017-09-06,294.899994,296.000000,294.299988,295.350006,295.350006,4854030
2017-09-07,295.549988,298.500000,292.100006,292.649994,292.649994,15630577
2017-09-08,294.799988,294.799988,290.049988,292.000000,292.000000,8077662
2017-09-11,293.000000,293.700012,289.049988,290.799988,290.799988,7639794
2017-09-12,292.649994,293.399994,290.500000,291.200012,291.200012,8497603
2017-09-13,292.100006,293.250000,291.200012,292.000000,292.000000,8297426
2017-09-14,291.700012,295.600006,291.700012,293.700012,293.700012,12267908
2017-09-15,294.450012,295.549988,290.950012,291.600006,291.600006,22632513
2017-09-18,293.899994,294.399994,292.149994,293.000000,293.000000,11181986
2017-09-19,291.899994,295.500000,289.600006,294.649994,294.649994,7558625
2017-09-20,292.000000,292.850006,289.600006,290.549988,290.549988,14617079
2017-09-21,289.450012,290.399994,283.649994,284.950012,284.950012,14496834
